Date,Symbol,Open,High,Low,Close,Volume
2023-03-15,AAPL,130.79796530320363,131.9671209495514,131.03513220328213,131.28,296513
2023-03-16,AAPL,132.7771084579465,133.83431156679129,131.1496289039452,132.6,446699
2023-03-17,AAPL,135.72466103016015,135.64481987296134,134.11397760322757,134.76,435842
2023-03-20,AAPL,137.48839795626301,138.38372622650283,134.72584368583668,136.72,486594
2023-03-21,AAPL,135.3515968928844,136.48920523226792,133.19043508429095,135.15,348320
2023-03-22,AAPL,135.43744793435053,134.76986321141885,133.31773196395883,134.63,236487
2023-03-23,AAPL,136.3683698196267,136.67033644765633,135.13034710209655,135.39,267231
2023-03-24,AAPL,137.92670564578725,137.98229487300037,136.06627800464994,137.44,143925
2023-03-27,AAPL,135.7099728189658,137.76562398330685,136.39393902707997,136.58,237023
2023-03-28,AAPL,136.11316047285098,137.6702638622069,136.25127168179523,136.31,187388
2023-03-29,AAPL,134.87565147056648,134.661658378308,132.554083107557,134.2,108007
2023-03-30,AAPL,131.37113839161003,132.82371728976074,131.49049410463263,131.91,357802
2023-03-31,AAPL,134.29128503550123,134.01064972563813,132.8719457475618,133.63,158596
2023-04-03,AAPL,135.68067752406998,136.544677751573,134.49308522004765,136.44,483245
2023-04-04,AAPL,135.49389071429565,137.15695284697173,135.7263189962778,136.4,451005
2023-04-05,AAPL,138.27818122298248,139.23588854369197,137.91702043743337,138.51,355266
2023-04-06,AAPL,138.40346387485323,141.32096098140852,137.49358400075445,139.33,448884
2023-04-07,AAPL,139.05454052596664,139.03270470239528,137.91850310936206,138.14,115524
2023-04-10,AAPL,139.61241139158793,139.6271390989444,137.44083517977074,138.96,255002
2023-04-11,AAPL,142.74153937425973,143.30095001343332,140.16386886669443,142.14,493293
2023-04-12,AAPL,142.4295558459923,142.3475347882155,140.3674079784507,142.17,225501
2023-04-13,AAPL,144.8326480460731,147.32333147190963,144.09666416258716,145.4,382755
2023-04-14,AAPL,140.29652073335276,141.52992009118205,139.63187841001454,140.26,248056
2023-04-17,AAPL,142.19454814486068,143.5096756398817,141.49135603764336,142.0,114060
2023-04-18,AAPL,142.33006300172053,142.62095587634784,140.64148979025708,142.28,314057
2023-04-19,AAPL,141.30046673590306,142.5989557060104,140.0203561720966,141.78,405447
2023-04-20,AAPL,142.09049584862944,142.90537822679238,141.00913017490862,142.06,290279
2023-04-21,AAPL,138.17237268173724,139.83361288780216,137.70132011842708,138.19,306118
2023-04-24,AAPL,138.84267155161345,137.85247335951883,137.62411358317766,137.85,260359
2023-04-25,AAPL,139.45487229609242,139.2617062167065,138.48564106433633,138.66,139711
2023-04-26,AAPL,141.64676149643122,143.6824727486886,140.2818451052923,141.72,243026
2023-04-27,AAPL,141.02587476587024,141.72977308701243,139.93976254430456,140.78,435484
2023-04-28,AAPL,139.75574320818444,140.025052560488,137.44928025144424,139.26,318134
2023-05-01,AAPL,137.42973032046766,138.59965800403532,136.88065739854648,138.36,202974
2023-05-02,AAPL,141.07984288245567,142.23832925725603,139.9074791641708,140.29,249646
2023-05-03,AAPL,141.77025363283585,141.09005271185165,139.8224451623686,141.05,250168
2023-05-04,AAPL,140.0048641955474,141.56436045001448,139.2189890912037,140.09,167728
2023-05-05,AAPL,140.99233953216077,142.74719960957702,140.05550053846278,141.21,265088
2023-05-08,AAPL,141.05591874971262,141.99731343212773,140.03386175332295,141.51,111246
2023-05-09,AAPL,143.50335365666075,144.89311688722609,141.93760823799244,143.55,489940
2023-05-10,AAPL,141.3287533270665,142.42585828875877,140.55252534718656,142.24,192263
2023-05-11,AAPL,142.394387066694,142.20409453286416,141.18205025085595,141.69,497234
2023-05-12,AAPL,140.0708447368371,142.57580397658452,140.9377688001653,141.0,111302
2023-05-15,AAPL,137.83810273073976,139.9093723840671,136.70141052967045,138.18,429650
2023-05-16,AAPL,139.733178976638,140.08697282531958,138.65731254748846,138.87,141157
2023-05-17,AAPL,139.9604253090469,140.50367686364098,138.86016082277408,139.49,154917
2023-05-18,AAPL,139.16278192115504,139.91860804123795,139.5923657317513,139.6,323810
2023-05-19,AAPL,138.73529818792176,139.35621806615828,137.86666103519676,139.23,196646
2023-05-22,AAPL,135.51016427963606,136.73529805694713,136.16573597705755,136.5,445266
2023-05-23,AAPL,136.15142858569948,136.2147146001922,134.44943518061666,135.76,386663
2023-05-24,AAPL,134.26756716334634,135.85334900379382,133.1865147656643,135.17,443054
2023-05-25,AAPL,133.73520503880152,134.43181905102196,133.52465825677996,133.67,482574
2023-05-26,AAPL,134.37424394518408,134.142643537178,133.29584397609707,133.45,433468
2023-05-29,AAPL,133.5689377201089,134.82811066439453,133.66923981466664,134.35,367552
2023-05-30,AAPL,139.0189598619361,139.2494484935034,136.4972269714973,138.23,159379
2023-05-31,AAPL,139.66295067029012,140.3305722164658,138.24894026241734,138.68,125053
2023-06-01,AAPL,138.41303405247845,139.84940707694295,138.5692443601393,139.29,231994
2023-06-02,AAPL,140.00581253827494,141.12477403820446,139.10298918674604,139.24,198723
2023-06-05,AAPL,135.53215804088723,137.2466733234477,133.97368941748223,135.5,151356
2023-06-06,AAPL,136.36302743888916,135.87352842270423,134.73338731448112,135.55,372933
2023-06-07,AAPL,135.91263788383915,137.3425519135142,134.25150253387832,135.77,459864
2023-06-08,AAPL,141.12422402021315,141.94917476463556,138.99278431130642,140.8,428800
2023-06-09,AAPL,140.59755781599478,141.64315072434283,140.0444737057974,140.51,406172
2023-06-12,AAPL,141.9489857606147,142.00208552611636,139.6052079393201,141.22,426628
2023-06-13,AAPL,141.7178198379074,142.25230599836402,141.13181221984348,141.25,132154
2023-06-14,AAPL,139.05252062436082,139.80435755485843,137.2123052236395,139.01,313942
2023-06-15,AAPL,142.1363216081031,142.4794652375199,140.09846290488252,141.4,364480
2023-06-16,AAPL,142.49057106451068,144.25590010554527,141.2515465517233,143.0,465821
2023-06-19,AAPL,143.99468131940506,146.0286076128181,144.67962320088685,144.68,429923
2023-06-20,AAPL,142.28080021066015,144.02496238511887,142.62183785928804,142.96,381173
2023-06-21,AAPL,145.53801775749048,147.31284413465747,145.09048122514702,145.87,421345
2023-06-22,AAPL,142.63738006260203,143.442556098551,142.40099419325057,143.16,132265
2023-06-23,AAPL,145.30018070101949,144.8639649818045,143.98653923415299,144.44,465060
2023-06-26,AAPL,148.13166818765717,150.55747000814853,148.1567761202656,148.92,343322
2023-06-27,AAPL,147.43798147607916,147.68505595569283,146.7823025759995,147.04,274944
2023-06-28,AAPL,145.38844307957,146.05578764995224,145.18447774146793,146.01,146197
2023-06-29,AAPL,147.0632742655407,146.6075822993361,144.6952913416815,146.3,487877
2023-06-30,AAPL,146.32263057636982,145.84722886899263,144.4418598737933,145.4,254782
2023-07-03,AAPL,142.33094001753997,144.3146457757892,142.36399982210958,142.4,260558
2023-07-04,AAPL,143.38814296045626,143.7760828578617,141.7871119168415,142.63,171907
2023-07-05,AAPL,139.62029034150945,142.47546148095253,140.5556499678183,140.61,491020
2023-07-06,AAPL,142.2998938348162,142.81032670099324,139.7275131785864,141.66,302967
2023-07-07,AAPL,139.37725032304982,140.8787088802757,139.66509208115426,139.92,426579
2023-07-10,AAPL,143.93740261853873,143.7474553823882,141.70462334733875,143.12,402775
2023-07-11,AAPL,140.65224022296022,142.86274188886676,139.70444735421583,141.65,491182
2023-07-12,AAPL,141.22236347007953,141.38839604923507,139.45792189666687,141.11,332604
2023-07-13,AAPL,143.34327160756987,144.62652325458544,141.4313692497476,142.83,382247
2023-07-14,AAPL,139.9873766613958,142.12866481028257,138.79107818099845,140.47,164772
2023-07-17,AAPL,140.4162657291746,141.66506289575346,139.06640261347874,141.03,226108
2023-07-18,AAPL,142.90819644893597,145.6455950552026,142.49731100549295,143.74,114382
2023-07-19,AAPL,140.28286715300658,142.28040153483113,139.51163038634135,140.63,184291
2023-07-20,AAPL,141.21968862461765,142.43261377167008,139.84352377907342,141.1,463339
2023-07-21,AAPL,140.95168771356052,141.96352382225055,140.6546482264769,141.72,234828
2023-07-24,AAPL,143.1333907239736,144.33646804609614,142.10982178818057,143.38,382753
2023-07-25,AAPL,140.02814480930545,142.0222151096935,140.11031558405486,141.01,247550
2023-07-26,AAPL,139.0973588409997,138.92510271673078,138.0231136342334,138.46,332050
2023-07-27,AAPL,138.8668974361864,139.76993078871863,139.36950554697665,139.61,437827
2023-07-28,AAPL,139.86668589653118,141.8534472609434,140.1633181289355,140.3,486858
2023-07-31,AAPL,139.93685543747645,141.14407010424878,140.3733684324936,140.9,230330
2023-08-01,AAPL,141.564481567785,142.88858150112353,141.60775287132853,141.7,171315
2023-08-02,AAPL,141.12024300548242,142.31289834776732,139.30565844016124,140.44,439978
2023-08-03,AAPL,140.7843024228904,142.7522103851961,140.43234310595295,141.0,488349
2023-08-04,AAPL,141.04899464684766,142.24550524749853,140.04093038382592,141.69,114153
2023-08-07,AAPL,140.86739766810106,142.06289727510256,140.21151825402325,140.36,176325
2023-08-08,AAPL,144.7676139637415,144.19066501224097,143.73729701131703,144.19,340773
2023-08-09,AAPL,144.58750695061514,145.27537561922654,143.77950770581973,145.24,155318
2023-08-10,AAPL,143.49170821708196,144.15510632768573,141.752383407233,142.95,494030
2023-08-11,AAPL,145.2645957765127,145.09959643828907,144.24101745750167,144.37,477177
2023-08-14,AAPL,141.85275517386455,143.2929216823183,140.7655210856756,142.52,176077
2023-08-15,AAPL,144.73196858506427,145.31888218135776,142.43547647434764,144.19,452618
2023-08-16,AAPL,147.02714400920527,146.99356491118374,145.94918399224846,146.61,233515
2023-08-17,AAPL,145.01714777687016,145.49351070133096,144.38918831330088,145.07,306988
2023-08-18,AAPL,146.2058409211176,148.05920317403772,145.11194328329967,147.09,435463
2023-08-21,AAPL,147.16938883551572,149.52850708868775,146.76764765681372,148.02,225885
2023-08-22,AAPL,150.46482931839728,150.99899550281518,148.69736695886388,149.76,471921
2023-08-23,AAPL,154.6402967455013,154.25471009647367,151.98369563289614,153.66,117368
2023-08-24,AAPL,153.62210451437352,154.13067435501785,152.69941932328538,153.27,246400
2023-08-25,AAPL,151.75191661402064,152.20132951710002,151.0016348132073,151.86,288014
2023-08-28,AAPL,150.47514728680383,150.32925962867418,149.64444664902334,150.18,191751
2023-08-29,AAPL,148.8387917184571,150.21539208148832,147.07167830682255,148.65,330203
2023-08-30,AAPL,148.35722452081126,149.1207748183764,147.44330130872956,148.59,389450
2023-08-31,AAPL,148.51125228914802,149.7355327757025,148.06234985971986,149.38,270987
2023-09-01,AAPL,150.67302589481488,151.41323611113864,149.5253855003212,150.03,399363
2023-09-04,AAPL,151.53366705847745,153.02610334857437,151.34954939724537,151.79,311951
2023-09-05,AAPL,152.54757128671417,153.17637925202692,150.93325074203412,151.91,295716
2023-09-06,AAPL,154.42501749937676,155.37778920969322,153.44486850181434,154.92,160279
2023-09-07,AAPL,153.49205895969126,154.95529107712537,153.4395204849597,154.49,415172
2023-09-08,AAPL,159.3478765665535,160.47160525957128,159.96470864490865,160.03,466407
2023-09-11,AAPL,161.31707883353715,161.72750519132458,159.64289698735942,161.38,100126
2023-09-12,AAPL,160.65860726991568,161.08144734512334,159.64062621296975,159.77,414473
2023-09-13,AAPL,156.92438723938744,159.4160317704988,155.8083510325585,157.72,127632
2023-09-14,AAPL,159.49841954892312,160.23863493935332,158.73971608344544,158.79,296382
2023-09-15,AAPL,158.49404819242372,160.02418726752109,157.05109908773858,158.44,209945
2023-09-18,AAPL,160.62184153159978,160.7795968581704,159.80558587257644,159.97,417320
2023-09-19,AAPL,160.61674886198,162.328151590744,159.19864684112974,161.02,350869
2023-09-20,AAPL,161.64989432934493,161.67847248088955,160.0411335275489,160.97,317138
2023-09-21,AAPL,159.92564556003362,160.43100924393727,159.10495245036597,159.38,275399
2023-09-22,AAPL,155.91010736606285,157.4132696930697,155.7683686004203,156.45,234869
2023-09-25,AAPL,154.91267025281877,156.0037742902877,155.32035064930648,155.65,278954
2023-09-26,AAPL,158.20610864506457,158.24415752067125,157.1288361768858,157.47,244790
2023-09-27,AAPL,158.92647330688027,159.92764455096471,156.10378335965711,158.0,134560
2023-09-28,AAPL,154.66260462749503,156.0971605154299,154.7095077754304,155.6,438733
2023-09-29,AAPL,156.51254013394737,156.317607472559,154.4723954721893,156.05,384260
2023-10-02,AAPL,157.73904902189562,157.75716124324785,155.6407888776446,156.92,232717
2023-10-03,AAPL,155.96472018418498,156.8306754717203,153.89714727532322,155.25,278595
2023-10-04,AAPL,156.58904094454041,156.82429645955995,155.39661312305591,155.66,224085
2023-10-05,AAPL,156.4001881568762,157.24194965447649,155.41163110636901,155.88,479862
2023-10-06,AAPL,153.57459752476183,154.06938969634936,152.11649932969112,153.69,381400
2023-10-09,AAPL,154.13390398099025,155.74789638601544,152.56846758705043,154.51,200158
2023-10-10,AAPL,155.37148548087623,156.37700078982294,155.2046487148027,155.73,284245
2023-10-11,AAPL,158.43884534522823,159.65860673190954,157.44686247049793,157.99,268502
2023-10-12,AAPL,160.6916740240619,161.45859761202146,159.2542057343782,160.2,481863
2023-10-13,AAPL,156.95071828709743,157.9477125555506,155.58231937428914,157.55,430388
2023-10-16,AAPL,156.50624562698107,155.8992333596882,155.23208210834707,155.77,242766
2023-10-17,AAPL,157.3298480804045,156.98526641857407,156.08605618073148,156.9,418408
2023-10-18,AAPL,158.15550057268678,158.77281713530027,156.247039968753,158.03,157545
2023-10-19,AAPL,159.10306492020501,159.69170227330864,159.15415793475728,159.16,401368
2023-10-20,AAPL,167.04646561157992,168.25218024692504,166.88046807002286,166.96,460089
2023-10-23,AAPL,167.52849147655854,169.20866766995724,167.00185664585757,168.21,113224
2023-10-24,AAPL,169.98740249855257,171.1120385560108,168.76523967057432,170.58,140738
2023-10-25,AAPL,171.77232898081238,172.88847555590036,172.11228667919616,172.59,425875
2023-10-26,AAPL,173.29731607632223,174.24439952537492,173.0507164506386,173.99,280760
2023-10-27,AAPL,173.36738726921058,175.18932078428085,172.55906939668438,173.46,339690
2023-10-30,AAPL,175.14070878745653,175.56695593680973,174.134057307809,175.08,239649
2023-10-31,AAPL,172.66572378495664,174.93342129582194,172.3849606085405,173.63,108070
2023-11-01,AAPL,173.85359565572804,174.88137185597253,172.3205124740186,173.26,226161
2023-11-02,AAPL,171.97833594668694,173.61816262236945,171.49506371735507,172.39,108666
2023-11-03,AAPL,173.47367206991981,174.36913046329389,171.70142315913748,172.65,419905
2023-11-06,AAPL,178.31502252722754,178.16478744305695,176.1982651174579,177.38,398512
2023-11-07,AAPL,173.11091774935332,175.6524443812979,172.66598502329728,173.74,237855
2023-11-08,AAPL,175.1441945815313,175.4862900083562,173.511728004699,175.22,141914
2023-11-09,AAPL,171.09246367033285,172.29429905931508,171.99100629301267,172.09,301579
2023-11-10,AAPL,171.44665453024484,172.56738429241489,169.58336585705396,171.25,227738
2023-11-13,AAPL,173.74461289652535,175.41566228282653,171.84215077477654,173.53,346965
2023-11-14,AAPL,173.24507991120674,175.36776692327265,173.18018395693807,173.75,429670
2023-11-15,AAPL,171.8168253451664,171.8528337188761,170.7742960899683,171.7,382100
2023-11-16,AAPL,169.82108028488747,170.92873542786944,169.49292302292514,170.37,318967
2023-11-17,AAPL,171.1516509381564,173.69063776967565,171.39298033129174,171.83,408384
2023-11-20,AAPL,170.77303893360454,170.97611686560157,169.67640630582736,170.47,483152
2023-11-21,AAPL,170.65185092790415,172.56234084757384,170.9112244556583,171.0,194270
2023-11-22,AAPL,171.37052787777125,172.8402643918574,170.63435585443654,171.19,366901
2023-11-23,AAPL,169.85649349794332,170.98090420692196,168.35663564909856,169.99,119097
2023-11-24,AAPL,175.3487028148058,175.1526978196966,173.8108753964742,174.38,241467
2023-11-27,AAPL,175.03916128533515,176.64024886483952,174.10358666250352,175.74,247313
2023-11-28,AAPL,171.7191971932716,172.24392938873072,170.72680107079114,171.79,466036
2023-11-29,AAPL,172.63091325271867,174.0487818322577,170.5102746452777,172.27,258768
2023-11-30,AAPL,170.83109016775992,171.9412393134595,169.89044089147117,171.04,346726
2023-12-01,AAPL,173.7993997037414,174.6149188809122,172.7906635538705,172.85,432624
2023-12-04,AAPL,171.80377525585388,171.57138695981257,170.00915958490583,171.36,146163
2023-12-05,AAPL,171.54396771512899,173.20655054200026,171.14029286395285,171.23,119816
2023-12-06,AAPL,172.85411853522245,173.22654617488723,171.43880596203374,172.34,333619
2023-12-07,AAPL,175.07529727607744,174.2656616407882,172.31114661105377,174.17,414997
2023-12-08,AAPL,172.6856373059693,171.9460436964749,171.5395921213243,171.87,255989
2023-12-11,AAPL,171.74857061625283,172.7924145149637,170.52025529411694,171.3,196731
2023-12-12,AAPL,170.94832327820257,171.76807106840735,168.99027938230304,170.45,252638
2023-12-13,AAPL,168.54184414807028,170.85426111625517,167.4854828878103,169.25,306524
2023-12-14,AAPL,172.08558480898532,173.0907350679056,171.53811399051497,172.88,162823
2023-12-15,AAPL,173.93180900368833,173.86114173407108,173.27365349161767,173.79,251878
2023-12-18,AAPL,170.40673527388108,172.38715857889517,170.02078429416758,171.37,306592
2023-12-19,AAPL,173.2647127631032,174.07519046296554,172.70654471779184,173.3,101759
2023-12-20,AAPL,177.07069915983774,178.57389387334192,176.21314154036253,177.65,357164
2023-12-21,AAPL,179.50203313528968,181.79317681774054,177.90193374482993,179.81,454518
2023-12-22,AAPL,177.42160947158592,178.81149991534136,175.42721309778742,176.87,233554
2023-12-25,AAPL,176.88247500846478,177.8846307793464,174.27423899417516,176.0,386586
2023-12-26,AAPL,177.78483254429267,180.20768535353534,178.6357923136482,178.64,193501
2023-12-27,AAPL,177.38848441195287,178.02968272051376,175.88485575053681,177.32,364223
2023-12-28,AAPL,179.0750669716392,179.13426186052556,176.6508248862695,178.31,495933
2023-12-29,AAPL,179.12501706888085,181.05923208743786,179.87888252491064,179.96,159676
2024-01-01,AAPL,178.85902809379368,179.87106891280968,176.46680454542354,178.21,317516
2024-01-02,AAPL,177.90560270185654,178.32742566503654,177.67661154337992,178.19,273532
2024-01-03,AAPL,171.44418940443867,172.64859377176978,170.4694157960439,171.8,190397
2024-01-04,AAPL,170.8149327726296,170.02523532691856,168.2592902419532,169.86,172847
2024-01-05,AAPL,168.85171817972457,170.479315173147,168.12467097388128,169.45,193607
2024-01-08,AAPL,167.44638788164536,168.85780164801247,166.8754304158535,167.06,320178
2024-01-09,AAPL,171.0628814560197,171.98496984912785,169.22735696227926,170.42,249521
2024-01-10,AAPL,166.74236699055854,168.11568483508623,166.5608326865557,167.66,164077
2024-01-11,AAPL,167.22077091670883,168.83198169919757,165.07935746385147,166.88,400402
2024-01-12,AAPL,168.14309994871067,168.57470079609286,166.4315205407116,167.24,279374
2024-01-15,AAPL,169.46843993345612,170.2408553987948,169.5778378058259,170.22,357009
2024-01-16,AAPL,168.24244260537006,167.96082696937043,165.95029847112707,167.45,237717
2024-01-17,AAPL,170.06955327475387,170.40142659983982,169.0546493478332,169.88,481915
2024-01-18,AAPL,170.23320916372495,170.1385086125717,168.70780764998986,170.0,138000
2024-01-19,AAPL,168.3658883497312,170.05965303615184,166.84709981975078,168.14,126737
2024-01-22,AAPL,168.75767177267463,170.11651058915186,167.38392187127977,169.16,373629
2024-01-23,AAPL,170.53040363059893,171.45162919474376,168.4626151953618,169.66,400709
2024-01-24,AAPL,169.45470092526207,169.20443100688925,167.55569278007601,168.56,481758
2024-01-25,AAPL,169.0506093204279,169.05046714086566,168.522257347207,168.8,427299
2024-01-26,AAPL,168.69684545188323,169.07867221981243,167.89852478664258,168.13,286240
2024-01-29,AAPL,168.6745159717623,168.67791326942861,168.14135686943382,168.45,152487
2024-01-30,AAPL,169.84879689514807,170.85203100595507,169.53630303734582,169.88,492092
2024-01-31,AAPL,173.47164023659852,174.99059436243883,171.87424581467275,173.15,374486
2024-02-01,AAPL,170.87600290518392,171.81153628366843,169.28803749945087,170.77,402950
2024-02-02,AAPL,175.33495172526383,176.37299945379016,174.08001695414714,175.14,410914
2024-02-05,AAPL,171.90766510683773,171.65327687394762,169.681964534909,171.34,178623
2024-02-06,AAPL,171.09180766289796,171.21747125175995,169.14747354653272,171.13,465321
2024-02-07,AAPL,171.49150821218495,172.6316159243596,170.76997474176127,172.41,493170
2024-02-08,AAPL,172.397998961979,174.26706315136872,171.6802352526481,173.07,437773
2024-02-09,AAPL,171.8072144329791,172.12002339798462,170.86501460112572,171.93,483137
2024-02-12,AAPL,172.05965311974813,172.36198577988264,170.7122938566506,171.61,283675
2024-02-13,AAPL,170.90655729662035,171.82018388091632,170.5512152389109,170.72,489088
2024-02-14,AAPL,169.94058837174688,170.41730559725968,168.8412625032106,169.64,313046
2024-02-15,AAPL,171.39855785715258,171.7673676029306,169.61973072643573,171.44,205947
2024-02-16,AAPL,172.49148404388447,172.8075826150282,170.64395474018687,172.26,388543
2024-02-19,AAPL,170.6280348756293,172.82663506569716,170.5378972699766,170.97,228177
2024-02-20,AAPL,172.81036518539332,174.2219645511727,171.93678443060557,172.87,316454
2024-02-21,AAPL,174.0785581311899,174.58209567735977,171.9565535948829,173.59,209575
2024-02-22,AAPL,176.05366555794623,175.3354297799738,175.17523089042896,175.31,473048
2024-02-23,AAPL,176.53731066791278,178.6548308009789,175.89521482866266,176.67,307606
2024-02-26,AAPL,174.19732331541474,176.4529098697893,173.4063175262521,175.11,392822
2024-02-27,AAPL,173.4133450882936,174.7238449546899,173.28220427165977,174.09,176218
2024-02-28,AAPL,174.73172227858308,177.44853731999567,175.53477071053712,175.69,163230
2024-02-29,AAPL,177.31652603847465,177.52686324058362,175.9249312629355,177.01,345756
2024-03-01,AAPL,176.7346292507102,178.1580331583655,175.34651501016342,177.07,436199
2024-03-04,AAPL,177.48495727143873,178.67214152745964,176.2194289140937,177.4,262552
2024-03-05,AAPL,180.0465536935676,180.50212674290745,179.60744178357155,180.06,434402
2024-03-06,AAPL,178.13305297910486,180.9267945576012,178.20152075972524,178.97,139986
2024-03-07,AAPL,179.97652272224764,181.66638381195799,179.2697532776361,180.17,255232
2024-03-08,AAPL,179.30112224984467,180.97562645102215,178.70146729235896,179.86,447739
2024-03-11,AAPL,179.3667995773353,179.8911891963506,178.01129794849479,179.53,201358
2024-03-12,AAPL,181.22715656068448,181.92771641399605,181.62225276471872,181.82,427073
2024-03-13,AAPL,184.2609048125539,184.22011966504198,181.80069593396487,183.58,173506
2024-03-14,AAPL,184.64838667315652,186.80637467182683,185.27538059396787,185.3,134911
2024-03-15,AAPL,188.93156110297394,188.54866259660403,187.26989533065148,188.01,449271
2024-03-18,AAPL,187.99181473229388,189.239112440991,188.1051593800547,188.16,306111
2024-03-19,AAPL,190.3124905840381,191.07589435346148,188.83405154930944,189.62,475597
2024-03-20,AAPL,189.3575296364119,189.31588742929293,188.04837480225333,189.1,184458
2024-03-21,AAPL,190.3207005973315,191.22059603223175,188.82663722683697,189.85,112175
2024-03-22,AAPL,190.22544777613356,189.8737417754201,189.35874330594348,189.69,481379
2024-03-25,AAPL,189.98968976378603,191.91025948425397,188.68851897980878,189.98,416915
2024-03-26,AAPL,191.35660104672658,192.24678826012988,191.18044309899068,191.27,489301
2024-03-27,AAPL,189.75799173561745,190.03135221541976,188.20618635973517,189.73,221300
2024-03-28,AAPL,194.19611675618017,194.7047672720671,192.12671113201293,194.02,186925
2024-03-29,AAPL,191.16878889151303,192.93683289859052,191.43046234569778,192.11,344446
