CustomerID,Income,LoanAmount,CreditScore,DebtToIncomeRatio,Education,LoanApproved
CUST00057,29421.727185067077,9691.891287017937,817.0,0.26745615306178117,High School,No
CUST00058,47079.53342854038,14967.74934338895,770.0,0.138617995660604,Bachelors,Yes
CUST00059,49094.24595205053,14077.210572472755,200.0,0.4280896204949939,High School,No
CUST00060,28902.63949147512,23195.93383126032,617.0,0.3906080691649076,Bachelors,No
CUST00061,55842.888711073574,14587.382451583295,303.0,0.32410613645106906,Bachelors,No
CUST00062,45257.16901889659,8214.364029455692,520.0,0.16072260773962677,Other,No
CUST00063,53018.39884329069,15737.03138540548,845.0,0.2251702448515227,Bachelors,Yes
CUST00064,63542.8398900782,22953.877928965434,336.0,0.2631858135858851,Bachelors,No
CUST00065,51262.020854950664,25712.80942102073,798.0,0.03548586298720369,Masters,Yes
CUST00066,53637.4285414833,19197.22508904856,588.0,0.34176453463291145,High School,No
CUST00067,45927.521741170916,28488.161885314585,474.0,0.31856075780118065,Bachelors,No
CUST00068,55681.006032514146,17524.827062458127,371.0,0.19636828852616875,Masters,No
CUST00069,59569.981441352465,22126.21889762853,500.0,0.37355476622803147,Masters,No
CUST00070,23752.682905024812,12445.449630171177,468.0,0.33284677974151056,Masters,No
CUST00071,32027.934984773903,10829.216857278108,599.0,0.3353604257440577,Bachelors,No
CUST00072,74433.15672694307,22073.684008800454,799.0,0.2569963886340667,PhD,Yes
CUST00073,65209.29955966968,18851.189513605757,370.0,0.4502752993601471,High School,No
CUST00074,49082.48589749755,17950.62801894115,440.0,0.40654732665177384,Bachelors,No
CUST00075,32912.92166777524,16696.594853260678,563.0,0.2791028245873149,Masters,No
CUST00076,48787.50065464155,20442.5346186666,480.0,0.47414077198703836,Bachelors,No
CUST00077,59132.507392008396,21597.096878681565,599.0,0.3552155351158823,Bachelors,No
CUST00078,56070.51570078416,7488.260303009772,589.0,0.27029000341415066,Bachelors,No
CUST00079,46743.10093555278,13970.658241477517,820.0,0.21476843411353183,Bachelors,Yes
CUST00080,49982.12527827797,12033.898065661784,398.0,0.18604206066470758,Bachelors,No
CUST00081,25723.962548196872,18939.996879647904,,0.3549000177033899,Bachelors,No
CUST00082,30973.05985732409,13511.607583383506,552.0,0.33007215286950586,High School,No
CUST00083,48909.07806928565,16288.811855149102,496.0,0.33449714236828343,Bachelors,No
CUST00084,49303.618497328534,10098.668613892225,704.0,0.4794882588282865,High School,Yes
CUST00085,51149.78399751179,13019.979659418539,843.0,0.20246820598524934,Bachelors,Yes
CUST00086,47551.509072488785,10621.366691369805,659.0,0.022275678671571486,High School,Yes
CUST00087,36923.08006061235,9663.120312735118,504.0,0.24587656895797638,Bachelors,No
CUST00088,65469.310760645596,11713.905099953947,831.0,0.1995205795127928,Bachelors,Yes
CUST00089,56375.48193348649,16624.4924215581,515.0,0.3037138676211815,High School,No
CUST00090,52464.6896065496,13449.621737247753,827.0,0.3059495482802075,Bachelors,Yes
CUST00091,44164.50326834887,19471.49116046382,790.0,0.27284507257479856,High School,Yes
CUST00092,44877.222535077584,12460.029721640847,844.0,0.31058330476811047,Bachelors,Yes
CUST00093,41679.40015322309,1000.0,606.0,0.21008902149516984,High School,Yes
CUST00094,29627.478617473414,11064.896729440112,380.0,0.26514466469226206,Bachelors,No
CUST00095,27334.79789610324,17398.527771057074,801.0,0.33450794402544876,High School,No
CUST00096,46802.719916765804,16115.108785477969,688.0,0.15235439678889046,Bachelors,Yes
CUST00097,63939.780525378075,16806.81796118075,578.0,0.3260141723174914,High School,No
CUST00098,77684.2002273531,16659.389295426718,595.0,0.4065365054352015,High School,No
CUST00099,34066.986080222705,11157.63848745265,520.0,0.05168078285220051,Bachelors,No
CUST00100,57252.548736929355,8733.986378272239,686.0,0.19229753230624871,Bachelors,Yes
CUST00101,45665.263600707636,18483.621932055896,720.0,0.2998329611725422,Bachelors,Yes
CUST00102,43609.165479466035,18615.20817882249,760.0,0.5019893646262195,PhD,No
CUST00103,36769.38034394472,12118.208555777452,669.0,0.25034654665579165,Bachelors,Yes
CUST00104,54347.53515724404,17408.259788076295,560.0,0.10630026964975997,High School,No
CUST00105,59801.88324253695,6912.427891511525,768.0,0.25580060536374555,Masters,Yes
CUST00106,23543.527592605096,8282.42172208936,726.0,0.26117262878683867,High School,No
CUST00107,45111.14952430155,10470.085721405132,599.0,0.3122947071365215,PhD,No
CUST00108,43956.40648659594,11097.26878215868,421.0,0.274482788973791,High School,No
CUST00109,62748.52452402032,15583.86213471239,615.0,0.17849457354855092,High School,Yes
CUST00110,57642.65048157045,13726.989688051128,441.0,0.29216427202176637,PhD,No
CUST00111,34341.89112262723,15176.375732777404,815.0,0.37053162628085423,Bachelors,Yes
CUST00112,46476.99017065834,18907.70897515701,544.0,0.518862521231234,Other,No
CUST00113,42280.64859660727,17158.13173484379,377.0,,Bachelors,No
CUST00114,53359.80152836862,11966.374608189823,301.0,0.3213361462471291,Masters,No
CUST00115,28889.468225689692,13277.55093037985,687.0,0.15360984462838945,Bachelors,No
CUST00116,51018.787014993046,14420.551271340846,324.0,0.2882247618993545,High School,No
CUST00117,53098.07124170089,12232.761975407157,670.0,0.36990401355443203,Masters,Yes
CUST00118,,13038.866571988443,331.0,0.353575381686955,Other,No
CUST00119,53095.00339613158,15232.910909772185,781.0,0.21620055836552565,Bachelors,Yes
CUST00120,17416.873777256922,19790.320445594312,538.0,0.3397201457919596,Bachelors,No
CUST00121,36066.53674270657,12286.410776685316,560.0,0.3557138244854612,Masters,No
CUST00122,,6029.484714668557,782.0,0.354154381864162,Bachelors,Yes
CUST00123,45607.65929038703,13185.451971830922,598.0,0.2358289666129516,High School,No
CUST00124,43198.090987439224,11718.674366134883,,0.1108512733179042,Bachelors,No
CUST00125,36036.062805550304,16035.243954941203,428.0,0.16119406303344674,Bachelors,No
CUST00126,34696.99511809917,19430.661150788477,733.0,0.3509354801305417,Masters,Yes
CUST00127,28044.519595450354,19505.791648025694,667.0,0.28216014319133714,Masters,No
CUST00128,45832.822085652835,16802.48896319619,412.0,0.37153532104953146,Masters,No
CUST00129,83951.40148667156,9059.002228410534,401.0,0.319305442044349,High School,No
CUST00130,74682.82138476211,13568.955427483503,334.0,0.3748239133897859,High School,No
CUST00131,71317.6611891981,12110.333021020519,402.0,0.2380083967985078,High School,No
CUST00132,34954.593641934014,10971.231764324612,,,Masters,No
CUST00133,61506.03408533758,12668.027771419413,715.0,0.27403829602424107,High School,Yes
CUST00134,54671.28712719755,15511.589553419932,353.0,0.1544536169192278,Bachelors,No
CUST00135,64104.43039280781,9542.069522026322,701.0,0.5009856122342079,Bachelors,No
CUST00136,61275.31388756765,13021.850313012385,671.0,0.19895891827774714,High School,Yes
CUST00137,33547.622799259974,21966.61338895082,358.0,0.3907110148045464,High School,No
CUST00138,59208.539610280066,22512.424304633354,709.0,0.3637378659168,Masters,Yes
CUST00139,45165.26826640397,15267.409531112606,544.0,0.4888284310434049,Bachelors,No
CUST00140,59992.63994080872,19962.729036210727,510.0,0.2663439627842391,Masters,No
CUST00141,71548.31417703029,4586.271845341775,721.0,0.3844060092182199,Bachelors,Yes
CUST00142,46647.65893363428,16163.496302688505,530.0,0.015536680614551546,High School,No
CUST00143,55432.430644702225,5138.452088725202,396.0,0.3425849082351793,High School,No
CUST00144,54841.5648443166,12366.22160786328,403.0,0.19955382437252978,High School,No
CUST00145,48058.724014369465,,683.0,0.345471059569058,Masters,Yes
CUST00146,51575.10839655707,16434.31226523908,670.0,0.36451016020803995,High School,Yes
CUST00147,19573.258296910033,11875.524699240754,742.0,0.3865774009413122,High School,No
CUST00148,36444.50246229945,17557.918529638275,444.0,0.3114916917619786,Bachelors,No
CUST00149,18914.855722107546,18599.33246757409,668.0,,Bachelors,No
CUST00150,34519.63186495271,11329.439166033526,773.0,0.09005831051423047,High School,Yes
CUST00151,73136.91135598239,23138.816356895797,554.0,0.400714617171714,Masters,No
CUST00152,51879.60367243547,20271.516684569717,656.0,0.203579789649818,Masters,Yes
CUST00153,46864.10349875338,20810.065082706555,362.0,,Bachelors,No
CUST00154,24334.951626524842,26197.9518526908,669.0,0.3478323612334289,High School,No
CUST00155,45373.35360689766,14658.456321754635,718.0,0.33155406867391396,PhD,Yes
CUST00156,43453.64658721698,13228.844445047102,486.0,0.32161582818427303,High School,No
CUST00157,68335.63161690404,17885.550813476933,701.0,,Bachelors,Yes
CUST00158,59289.68977869098,13312.86078001357,418.0,0.3385067466505385,Bachelors,No
CUST00159,64240.8268933834,18620.653654650407,501.0,0.23797883626402017,Masters,No
CUST00160,21001.99015929036,17178.56093351357,620.0,0.34614698350724643,Bachelors,No
CUST00161,39427.40534570366,21235.60350644085,731.0,0.3099971938048572,Bachelors,Yes
CUST00162,37737.11107917885,12414.380251104001,400.0,0.30496800042056005,Bachelors,No
CUST00163,23083.241162066002,12312.599660980992,312.0,0.4679437778605417,Bachelors,No
CUST00164,63762.81716537216,14051.315987269149,510.0,0.3863257081546104,Bachelors,No
CUST00165,61789.020800026796,7932.140218787294,493.0,0.36924487990758464,Bachelors,No
CUST00166,46650.988410324106,16013.53359740643,495.0,0.19576785431762836,Masters,No
CUST00167,50283.90590504796,18324.967437060244,568.0,0.2259188991838464,Bachelors,No
CUST00168,40399.799015685916,15582.728968057521,564.0,0.26005324434827987,Bachelors,No
CUST00169,36384.965219063895,19992.11304674969,425.0,0.39049536843050325,High School,No
CUST00170,55301.286309227566,12929.043607897322,423.0,0.5745834746710194,High School,No
CUST00171,26316.27051897247,6039.26601316473,514.0,0.3428220747053186,Bachelors,No
CUST00172,66351.61233980348,18558.650601136575,435.0,0.30118411047615345,PhD,No
CUST00173,30186.165081073737,18294.443987085164,502.0,0.017807869407898025,PhD,No
CUST00174,44354.1692115683,17423.986747070634,579.0,0.3868909092334861,Bachelors,No
CUST00175,63371.23270227046,15042.546721465977,543.0,0.42055372467438756,High School,No
CUST00176,53863.66194267849,7949.0420219196985,565.0,0.25277482758205017,High School,No
CUST00177,67324.15930359402,13535.552494963029,438.0,0.4676841212075445,Other,No
CUST00178,43404.524366769394,15167.322220484377,747.0,0.20537119260193124,High School,Yes
CUST00179,73768.26233635606,22667.783041225655,676.0,0.3176395046435914,Bachelors,Yes
CUST00180,48166.500259654116,17181.900194670903,572.0,0.5170771532395237,High School,No
CUST00181,61866.48470906816,4107.13670355272,370.0,0.11333507626457776,Bachelors,No
CUST00182,54123.53410822293,10587.72122483054,719.0,0.0500648136289209,Bachelors,Yes
CUST00183,66590.7272038229,10687.100637803225,672.0,0.19156086144524848,Other,Yes
CUST00184,41813.730633808125,14929.82500385783,688.0,0.22848649331182533,Other,Yes
CUST00185,60638.262035630934,6302.085762069213,704.0,0.35565513422713496,Bachelors,Yes
CUST00186,42033.561076452024,9234.228485951697,732.0,0.31761437401313747,Masters,Yes
CUST00187,68666.33382794686,16137.069241873995,304.0,0.3458664653874275,Bachelors,No
CUST00188,60678.013940995465,3632.269407196467,368.0,0.28032082359792043,High School,No
CUST00189,36023.599289190155,14795.880800814431,562.0,0.2070996851794758,Bachelors,No
CUST00190,43011.43174811093,9515.057957269019,568.0,0.5942657804124231,Masters,No
CUST00191,29882.68053232501,10893.436365233954,538.0,0.26212126253732865,High School,No
CUST00192,31459.700182937384,16259.024356345813,694.0,0.20468659648695603,Bachelors,Yes
CUST00193,39973.81734779908,15705.140807111567,761.0,0.2797926731557452,High School,Yes
CUST00194,68915.5204893397,11041.792710590791,833.0,0.09870665192023192,High School,Yes
CUST00195,44468.25305062011,11080.00781547255,850.0,0.3678785544382746,Bachelors,Yes
CUST00196,42016.78209049538,21573.195752194242,563.0,0.2065119960821784,High School,No
CUST00197,53230.19476498364,11765.934302445614,748.0,0.13444872799731772,Bachelors,Yes
CUST00198,60435.025544377924,17229.708493425966,699.0,0.2951704707433037,Other,Yes
CUST00199,51525.54961909384,19482.294287159362,427.0,0.3438591303074235,High School,No
CUST00200,22287.53182102765,13355.403072609231,572.0,0.27458079891745973,Other,No
CUST00201,59381.83186496806,13611.522385776054,472.0,0.3449387668569976,Bachelors,No
CUST00202,45449.75955240605,13559.72126090949,754.0,0.31591700544247847,Bachelors,Yes
CUST00203,52128.3017905024,19879.212186022545,719.0,0.2647304202977322,Masters,Yes
CUST00204,32264.745200129128,22199.88669892234,692.0,0.3690953649208677,High School,Yes
CUST00205,73476.13662413438,15856.127920056178,789.0,0.2715969841134264,Masters,Yes
CUST00206,46329.66542125762,9682.78558160135,443.0,0.31336212464443286,Bachelors,No
CUST00207,57965.899841098224,18609.79800744716,454.0,0.26708457967035265,Masters,No
CUST00208,57393.46864706217,19205.878813402644,568.0,0.4522517783180495,High School,No
CUST00209,29504.39659176477,12772.302210188365,685.0,0.1912007164257547,Bachelors,No
CUST00210,46646.384306238964,16791.697540136534,559.0,0.28491993456274156,Bachelors,No
CUST00211,37491.206231011325,19993.20376393922,389.0,0.4045281412615179,Masters,No
CUST00212,46680.66298653799,9515.062734755567,632.0,0.19339979174888167,Bachelors,Yes
CUST00213,31712.578000155372,16530.848350221717,449.0,0.4332283278822444,Bachelors,No
CUST00214,46096.24295920276,21954.480718627674,773.0,0.1754418271154657,Bachelors,Yes
CUST00215,18531.75444930725,21300.1108872466,509.0,0.21993509075799034,High School,No
CUST00216,64985.488754998034,14463.327536061472,658.0,0.21303994080468105,Masters,Yes
CUST00217,30524.334672174507,22055.06927493157,801.0,0.26572700463322574,PhD,Yes
CUST00218,29096.20269853485,13538.765401499615,474.0,0.31105500919826334,,No
CUST00219,27260.218026442642,14948.645541071897,507.0,0.28532754846190117,High School,No
CUST00220,51151.439684846126,20942.26613816719,688.0,0.2844921639881711,Bachelors,Yes
CUST00221,71163.42813924179,6340.84845013664,654.0,0.4099512701342584,Bachelors,Yes
CUST00222,39712.08549379027,14048.983851029097,513.0,0.25144356328964546,PhD,No
CUST00223,54326.56474093372,13238.08526764517,837.0,0.23804659941625878,High School,Yes
CUST00224,44559.67389160282,14994.64988811884,564.0,0.3589523035411215,High School,No
CUST00225,65261.38404849249,27787.205119420832,512.0,0.21884173842309157,Bachelors,No
CUST00226,28646.89211894076,15220.431572820888,813.0,0.35746911442310925,High School,No
CUST00227,42501.11758612651,18301.8928594877,323.0,0.33043972830879204,Bachelors,No
CUST00228,18076.136062323592,14572.869662176843,579.0,0.2141608213552882,Masters,No
CUST00229,52425.16545197668,10289.802697331943,833.0,0.2875059942729187,Bachelors,Yes
CUST00230,56941.85829673413,10972.028080555605,748.0,0.4511369897488232,Bachelors,Yes
CUST00231,35853.682668491805,20990.60087787587,710.0,0.3024815390611179,High School,Yes
CUST00232,16130.88365998659,9180.365342828245,748.0,0.11712189870145734,Other,No
CUST00233,50618.68728105825,13339.0306606801,824.0,0.5451025814010406,Other,No
CUST00234,84998.06936786554,20246.461111430464,749.0,0.45579129149740444,Bachelors,Yes
CUST00235,37157.64458325719,13479.54163479585,474.0,0.2039326660704649,High School,No
CUST00236,37212.711359577064,18140.609847788255,319.0,0.2528154233156534,High School,No
CUST00237,51166.11894252636,19113.08064140516,702.0,0.3438742635141714,Masters,Yes
CUST00238,60329.88079056309,14353.991154236162,849.0,0.18056304122821493,Bachelors,Yes
CUST00239,57735.108979094715,16770.877363694424,741.0,0.17637829766203306,Bachelors,Yes
CUST00240,30489.021580051452,13391.45716201083,779.0,0.3188031808667768,Masters,Yes
CUST00241,41438.09396156577,14484.331405025261,725.0,0.1844757005477492,Bachelors,Yes
CUST00242,38060.3841726501,10809.208996741148,399.0,0.17896938439734789,High School,No
CUST00243,34805.37008494504,26842.894824167324,579.0,0.24544402351710698,Masters,No
CUST00244,40614.659772858395,14391.685303259525,786.0,0.22268994929544533,High School,Yes
CUST00245,54707.49951301713,11990.639149832085,819.0,0.2523627737210481,Bachelors,Yes
CUST00246,47295.36436432576,27532.94993697921,656.0,0.18723665494408154,High School,Yes
CUST00247,37914.30335453128,10765.549091017809,618.0,0.36106352618300697,Other,Yes
CUST00248,66103.84461828972,15673.594326789853,506.0,0.4738309294532559,Masters,No
CUST00249,61099.14808810108,10775.472049830689,700.0,0.07094410062450629,Bachelors,Yes
CUST00250,42116.14702536703,12465.389039261503,704.0,0.2143632060261415,Other,Yes
CUST00251,64932.205495112925,11725.088785431366,752.0,0.22542780983139743,Bachelors,Yes
CUST00252,38663.93517505312,9527.650760399309,577.0,0.24336585130976537,Bachelors,No
CUST00253,57251.864102715444,23272.515675758666,342.0,0.4403871599627014,Masters,No
CUST00254,48577.84729661678,,754.0,0.30656675679332435,High School,Yes
CUST00255,60059.637669722295,16340.418867419748,306.0,0.11126914757552195,High School,No
CUST00256,26388.565767678574,16854.095924504927,330.0,0.39578901681148815,Masters,No
CUST00257,49840.84751148977,13918.711904393402,559.0,0.4293232451589516,Masters,No
CUST00258,50930.772392391635,8836.517861377815,512.0,0.31687082726984667,Bachelors,No
CUST00259,63339.30594382119,3187.4080716439876,558.0,0.31785633056804247,High School,No
CUST00260,26288.00009350814,11631.738061594508,475.0,0.13665220123587807,High School,No
CUST00261,39963.35731876901,17950.71151500869,542.0,0.30573268190466396,High School,No
CUST00262,65839.1181232161,17997.192094974875,329.0,0.4153736698154446,Other,No
CUST00263,25007.36821450667,20650.251249154815,836.0,0.3709122022171041,Other,No
CUST00264,10000.0,19558.135575674023,750.0,0.29218303024402975,High School,No
CUST00265,27409.73878866714,23166.977775099363,772.0,0.2619634953513876,High School,No
CUST00266,24952.663174449055,20443.611976448952,629.0,0.27500250037545665,Bachelors,No
CUST00267,53045.8551991659,19656.08035393586,813.0,0.4812302376415746,Bachelors,Yes
CUST00268,28373.240714793068,13636.507223255783,547.0,0.24148163014911486,,No
CUST00269,36432.52340239902,16226.601747100125,766.0,0.20514312695918024,Bachelors,Yes
CUST00270,73253.8909647195,23299.45984026009,688.0,0.20151759243419093,Bachelors,Yes
CUST00271,56383.08010831977,18208.28568946861,612.0,0.3512044953057549,,Yes
CUST00272,66070.60849083657,17020.41962517415,766.0,0.30554910585671485,Bachelors,Yes
CUST00273,54882.85278714705,13271.3025161882,589.0,0.20794864777511396,Bachelors,No
CUST00274,,9797.232755207184,832.0,0.35336767967024385,High School,Yes
CUST00275,51314.88986854651,85257.65893627766,563.0,0.288732249674803,Masters,No
CUST00276,33181.32423719932,14403.210068532313,806.0,0.22321076941453794,Masters,Yes
CUST00277,29494.572004430476,15702.718683909221,802.0,0.33679903947341316,Masters,No
CUST00278,57553.71681722248,4496.023750031602,381.0,0.38030784715684024,Bachelors,No
CUST00279,51073.888473406994,18984.566633355164,474.0,0.34865136242475475,Bachelors,No
CUST00280,78868.33701341861,11885.074484803365,510.0,0.33789989889199024,High School,No
CUST00281,27494.73591291361,16995.905619322217,520.0,0.2252769147993085,PhD,No
CUST00282,47308.85760605116,16031.595665461118,415.0,0.17647611928850532,High School,No
CUST00283,30501.225714712138,25095.71492252063,388.0,0.2596588841074574,Bachelors,No
CUST00284,42676.035730691074,14196.991090419815,729.0,0.43202719088902,Bachelors,Yes
CUST00285,47938.354988928506,9617.261214546772,533.0,0.3316697482463968,High School,No
CUST00286,43007.8079995642,11187.000506347216,836.0,0.22918438199032176,High School,Yes
CUST00287,57981.64686120606,4112.962389200253,343.0,0.28285245611358917,Bachelors,No
CUST00288,40628.02942154225,23067.713571816257,598.0,0.1948662620500015,Masters,No
CUST00289,37797.4051705742,16347.701903619021,570.0,0.30101867601584675,Masters,No
CUST00290,90879.40641072947,24968.025094379438,427.0,0.44269466373508565,Bachelors,No
CUST00291,72435.92685643077,8935.834454545104,421.0,0.35484784011715464,Masters,No
CUST00292,47185.80431743454,8974.682928407152,578.0,0.2610938788322019,Masters,No
CUST00293,48969.953568596466,16222.319049161586,414.0,0.34004025165438967,Masters,No
CUST00294,47036.867877865516,8029.976246041159,751.0,0.3142368579701859,Masters,Yes
CUST00295,47598.86553913099,22044.574327421466,758.0,0.33771991503786997,High School,Yes
CUST00296,30265.548010064,10307.336308439231,640.0,0.26024628655696624,Bachelors,Yes
CUST00297,47030.31512463094,18491.72484081318,845.0,0.2685198244024318,High School,Yes
CUST00298,65978.58885345038,10749.588461250532,559.0,0.2814078355397652,High School,No
CUST00299,63071.67310201634,7224.493498729781,409.0,0.2970976515051405,High School,No
CUST00300,38806.65767068497,18878.980140277046,403.0,0.39757313527503096,High School,No
CUST00301,61315.96988410082,11440.71988785257,603.0,0.07699713928920754,Bachelors,Yes
CUST00302,55392.59366676728,17404.73973215491,585.0,0.17063232806723821,High School,No
CUST00303,37734.75435777499,21478.027645463462,757.0,0.4086323415792687,Masters,Yes
CUST00304,57054.75807095004,21202.40883816714,457.0,0.4656330968925315,Masters,No
CUST00305,55198.04057226389,14090.70781335953,618.0,0.31113327657640516,High School,Yes
CUST00306,40754.49842851251,15610.537392178185,522.0,0.23151207077748776,Bachelors,No
CUST00307,41805.63280775041,18934.615194113223,306.0,0.3970109981460263,Masters,No
CUST00308,48263.19688356667,9650.322112085698,643.0,0.15794049438481192,Masters,Yes
CUST00309,45689.88018275041,9228.507987784353,764.0,0.3946284595037922,Bachelors,Yes
CUST00310,38116.861834917945,15500.43395752521,623.0,0.2635740157371078,Bachelors,Yes
CUST00311,39856.90331822245,20140.2828766764,655.0,0.23460496587727153,Bachelors,Yes
CUST00312,46123.01865815399,15797.150416758559,644.0,0.2140917976770803,Masters,Yes
CUST00313,71751.15520350944,9424.512214765304,619.0,0.39179862836037427,Bachelors,Yes
CUST00314,58444.144019909814,,435.0,0.15520936759842,Masters,No
CUST00315,27521.48966071261,14111.488965176399,583.0,0.3430066220690406,Masters,No
CUST00316,68791.70294353913,20467.405358800872,487.0,0.340844373557211,PhD,No
CUST00317,65215.193683730635,16907.181069995502,567.0,0.11091872689551541,High School,No
CUST00318,36581.80439363534,17814.39252465121,559.0,0.16017151045399455,Bachelors,No
CUST00319,53390.563773720336,23731.465316934897,537.0,0.2461861392642907,Bachelors,No
CUST00320,,21664.12351691156,396.0,0.22332976490125508,Bachelors,No
CUST00321,42781.13319660162,18393.841194839282,708.0,0.40869662797842843,High School,Yes
CUST00322,16825.942866664896,19025.58798570112,670.0,0.30794649469588264,Bachelors,No
CUST00323,38321.54239171978,16438.21617000556,647.0,0.41521469758382473,Bachelors,Yes
CUST00324,62553.93270439076,17234.35205968296,,0.2541986136704856,Masters,No
CUST00325,48259.12358445337,16147.006349062118,481.0,0.3248082642782788,Bachelors,No
CUST00326,53849.66991603059,16477.708380899036,613.0,0.34638920517149413,High School,Yes
CUST00327,51878.24198121058,17419.505208005055,643.0,0.3679360608920486,Bachelors,Yes
CUST00328,26082.65450118529,18510.427034880333,433.0,0.11803459571795782,Bachelors,No
CUST00329,59169.51739080707,19705.770704519076,362.0,0.10668285039867845,Bachelors,No
CUST00330,59455.834097435814,16159.828199956097,646.0,0.33532646814579203,High School,Yes
CUST00331,22058.22300983426,23572.395263808554,843.0,0.1769347471947041,Masters,No
CUST00332,43338.874017406415,19442.242065251845,533.0,0.27398553248600555,High School,No
